t,i,j,C1,C2
304.0,1164,1657,MP*1,MP*1
304.0,654,694,PC,PC
305.0,600,609,PC,PC
305.0,613,658,PC,PC
305.0,1164,1657,MP*1,MP*1
305.0,654,694,PC,PC
306.0,1108,1613,MP*1,MP*1
306.0,1622,1657,MP*1,MP*1
306.0,613,658,PC,PC
306.0,1164,1657,MP*1,MP*1
306.0,616,661,PC,PC
306.0,654,694,PC,PC
307.0,1622,1657,MP*1,MP*1
307.0,613,658,PC,PC
307.0,1164,1657,MP*1,MP*1
307.0,616,661,PC,PC
307.0,1170,1672,MP*1,MP*1
307.0,654,694,PC,PC
308.0,1622,1657,MP*1,MP*1
308.0,1164,1657,MP*1,MP*1
308.0,613,658,PC,PC
308.0,616,661,PC,PC
308.0,1170,1672,MP*1,MP*1
308.0,654,694,PC,PC
309.0,1170,1672,MP*1,MP*1
309.0,1622,1657,MP*1,MP*1
309.0,613,658,PC,PC
309.0,654,694,PC,PC
310.0,1622,1657,MP*1,MP*1
310.0,613,658,PC,PC
310.0,1657,1679,MP*1,MP*1
310.0,1170,1672,MP*1,MP*1
310.0,654,694,PC,PC
311.0,1170,1672,MP*1,MP*1
311.0,1622,1657,MP*1,MP*1
311.0,613,658,PC,PC
311.0,654,694,PC,PC
312.0,1622,1657,MP*1,MP*1
312.0,613,658,PC,PC
312.0,654,694,PC,PC
313.0,1170,1672,MP*1,MP*1
313.0,1622,1657,MP*1,MP*1
313.0,613,658,PC,PC
313.0,654,694,PC,PC
314.0,1622,1657,MP*1,MP*1
314.0,613,658,PC,PC
314.0,654,694,PC,PC
315.0,1622,1657,MP*1,MP*1
315.0,613,658,PC,PC
316.0,1622,1657,MP*1,MP*1
316.0,613,658,PC,PC
317.0,1622,1657,MP*1,MP*1
317.0,613,658,PC,PC
317.0,654,694,PC,PC
318.0,1622,1657,MP*1,MP*1
318.0,613,658,PC,PC
318.0,610,623,PC,PC
318.0,867,868,PSI*,PSI*
318.0,654,694,PC,PC
319.0,1622,1657,MP*1,MP*1
319.0,613,658,PC,PC
319.0,654,694,PC,PC
320.0,1622,1657,MP*1,MP*1
320.0,613,658,PC,PC
320.0,654,694,PC,PC
321.0,1170,1672,MP*1,MP*1
321.0,1622,1657,MP*1,MP*1
321.0,613,658,PC,PC
322.0,1170,1672,MP*1,MP*1
322.0,1622,1657,MP*1,MP*1
322.0,654,694,PC,PC
323.0,1170,1672,MP*1,MP*1
323.0,1622,1657,MP*1,MP*1
323.0,683,692,PC,PC
323.0,654,694,PC,PC
324.0,867,868,PSI*,PSI*
324.0,1622,1657,MP*1,MP*1
324.0,683,692,PC,PC
324.0,654,694,PC,PC
325.0,1622,1657,MP*1,MP*1
325.0,683,692,PC,PC
326.0,1622,1657,MP*1,MP*1
326.0,683,692,PC,PC
326.0,851,855,PSI*,PSI*
326.0,867,868,PSI*,PSI*
326.0,654,694,PC,PC
327.0,600,609,PC,PC
327.0,1622,1657,MP*1,MP*1
327.0,867,868,PSI*,PSI*
327.0,1618,1629,MP*1,MP*1
328.0,1622,1657,MP*1,MP*1
328.0,867,868,PSI*,PSI*
329.0,1622,1657,MP*1,MP*1
329.0,867,868,PSI*,PSI*
330.0,683,692,PC,PC
330.0,1622,1657,MP*1,MP*1
330.0,613,658,PC,PC
330.0,867,868,PSI*,PSI*
331.0,1622,1657,MP*1,MP*1
331.0,1164,1657,MP*1,MP*1
331.0,613,658,PC,PC
331.0,683,692,PC,PC
331.0,867,868,PSI*,PSI*
331.0,654,694,PC,PC
332.0,1622,1657,MP*1,MP*1
332.0,613,658,PC,PC
332.0,1164,1657,MP*1,MP*1
332.0,867,868,PSI*,PSI*
332.0,654,694,PC,PC
333.0,1622,1657,MP*1,MP*1
333.0,613,658,PC,PC
333.0,1164,1657,MP*1,MP*1
333.0,867,868,PSI*,PSI*
333.0,654,694,PC,PC
334.0,1622,1657,MP*1,MP*1
334.0,613,658,PC,PC
334.0,1164,1657,MP*1,MP*1
334.0,683,692,PC,PC
334.0,867,868,PSI*,PSI*
334.0,654,694,PC,PC
335.0,1622,1657,MP*1,MP*1
335.0,1164,1657,MP*1,MP*1
335.0,613,658,PC,PC
335.0,609,690,PC,PC
335.0,683,692,PC,PC
335.0,867,868,PSI*,PSI*
335.0,654,694,PC,PC
336.0,1622,1657,MP*1,MP*1
336.0,613,658,PC,PC
336.0,1164,1657,MP*1,MP*1
336.0,683,692,PC,PC
336.0,867,868,PSI*,PSI*
336.0,654,694,PC,PC
337.0,1622,1657,MP*1,MP*1
337.0,1164,1657,MP*1,MP*1
337.0,613,658,PC,PC
337.0,683,692,PC,PC
337.0,851,855,PSI*,PSI*
337.0,867,868,PSI*,PSI*
337.0,654,694,PC,PC
338.0,1622,1657,MP*1,MP*1
338.0,1164,1657,MP*1,MP*1
338.0,683,692,PC,PC
338.0,867,868,PSI*,PSI*
338.0,654,694,PC,PC
339.0,1622,1657,MP*1,MP*1
339.0,613,658,PC,PC
339.0,1164,1657,MP*1,MP*1
339.0,609,690,PC,PC
339.0,867,868,PSI*,PSI*
339.0,654,694,PC,PC
340.0,1622,1657,MP*1,MP*1
340.0,613,658,PC,PC
340.0,1164,1657,MP*1,MP*1
340.0,609,690,PC,PC
340.0,654,694,PC,PC
341.0,867,868,PSI*,PSI*
341.0,1622,1657,MP*1,MP*1
341.0,1164,1657,MP*1,MP*1
342.0,1622,1657,MP*1,MP*1
342.0,1164,1657,MP*1,MP*1
343.0,1164,1657,MP*1,MP*1
343.0,1622,1657,MP*1,MP*1
343.0,867,868,PSI*,PSI*
344.0,1622,1651,MP*1,MP*1
344.0,1622,1657,MP*1,MP*1
344.0,1164,1657,MP*1,MP*1
345.0,1622,1657,MP*1,MP*1
345.0,1144,1148,MP*1,MP*1
345.0,1148,1181,MP*1,MP*1
345.0,1164,1657,MP*1,MP*1
345.0,609,690,PC,PC
346.0,609,690,PC,PC
346.0,1622,1657,MP*1,MP*1
346.0,867,868,PSI*,PSI*
347.0,609,690,PC,PC
347.0,867,868,PSI*,PSI*
347.0,1622,1657,MP*1,MP*1
347.0,1164,1657,MP*1,MP*1
348.0,609,690,PC,PC
348.0,1622,1657,MP*1,MP*1
348.0,1164,1657,MP*1,MP*1
349.0,1622,1657,MP*1,MP*1
349.0,1164,1657,MP*1,MP*1
349.0,636,643,PC,PC
350.0,600,609,PC,PC
351.0,1164,1657,MP*1,MP*1
352.0,1622,1657,MP*1,MP*1
352.0,616,661,PC,PC
352.0,1164,1657,MP*1,MP*1
352.0,664,867,PSI*,PSI*
352.0,600,609,PC,PC
353.0,613,658,PC,PC
353.0,1164,1657,MP*1,MP*1
353.0,616,661,PC,PC
353.0,664,867,PSI*,PSI*
353.0,600,609,PC,PC
354.0,1622,1657,MP*1,MP*1
354.0,1164,1657,MP*1,MP*1
354.0,613,658,PC,PC
354.0,616,661,PC,PC
355.0,1622,1657,MP*1,MP*1
355.0,616,661,PC,PC
355.0,613,658,PC,PC
355.0,1164,1657,MP*1,MP*1
355.0,851,855,PSI*,PSI*
355.0,1190,1658,MP*1,MP*1
356.0,1622,1657,MP*1,MP*1
356.0,1164,1657,MP*1,MP*1
356.0,613,658,PC,PC
356.0,616,661,PC,PC
356.0,609,690,PC,PC
357.0,1622,1657,MP*1,MP*1
357.0,613,658,PC,PC
357.0,1164,1657,MP*1,MP*1
357.0,609,690,PC,PC
358.0,1622,1657,MP*1,MP*1
358.0,613,658,PC,PC
358.0,616,661,PC,PC
358.0,609,690,PC,PC
359.0,609,690,PC,PC
359.0,616,661,PC,PC
359.0,1622,1657,MP*1,MP*1
359.0,613,658,PC,PC
360.0,1622,1657,MP*1,MP*1
360.0,1164,1657,MP*1,MP*1
360.0,613,658,PC,PC
360.0,616,661,PC,PC
360.0,609,690,PC,PC
361.0,1622,1657,MP*1,MP*1
361.0,616,661,PC,PC
361.0,613,658,PC,PC
361.0,609,690,PC,PC
361.0,1651,1657,MP*1,MP*1
361.0,1649,1657,MP*1,MP*1
361.0,652,683,PC,PC
361.0,1170,1672,MP*1,MP*1
362.0,1622,1657,MP*1,MP*1
362.0,1164,1657,MP*1,MP*1
362.0,616,661,PC,PC
362.0,636,643,PC,PC
362.0,609,690,PC,PC
363.0,1622,1657,MP*1,MP*1
363.0,616,661,PC,PC
363.0,1164,1657,MP*1,MP*1
363.0,636,643,PC,PC
363.0,609,690,PC,PC
363.0,652,683,PC,PC
364.0,1622,1657,MP*1,MP*1
364.0,616,661,PC,PC
364.0,1632,1671,MP*1,MP*1
364.0,609,690,PC,PC
365.0,609,690,PC,PC
365.0,613,658,PC,PC
365.0,616,661,PC,PC
366.0,1622,1657,MP*1,MP*1
366.0,616,661,PC,PC
366.0,613,658,PC,PC
366.0,609,690,PC,PC
366.0,851,855,PSI*,PSI*
367.0,1622,1657,MP*1,MP*1
367.0,613,658,PC,PC
367.0,1164,1657,MP*1,MP*1
367.0,616,661,PC,PC
367.0,609,690,PC,PC
367.0,600,609,PC,PC
367.0,1170,1672,MP*1,MP*1
368.0,1622,1657,MP*1,MP*1
368.0,616,661,PC,PC
368.0,613,658,PC,PC
368.0,1170,1672,MP*1,MP*1
369.0,1622,1657,MP*1,MP*1
369.0,613,658,PC,PC
369.0,616,661,PC,PC
369.0,1632,1671,MP*1,MP*1
369.0,1164,1657,MP*1,MP*1
369.0,1170,1672,MP*1,MP*1
370.0,613,658,PC,PC
370.0,1164,1657,MP*1,MP*1
370.0,1632,1671,MP*1,MP*1
370.0,1170,1672,MP*1,MP*1
371.0,652,683,PC,PC
372.0,1622,1657,MP*1,MP*1
372.0,613,658,PC,PC
373.0,613,658,PC,PC
373.0,1164,1657,MP*1,MP*1
373.0,1190,1658,MP*1,MP*1
374.0,613,658,PC,PC
375.0,609,690,PC,PC
375.0,1622,1657,MP*1,MP*1
376.0,609,690,PC,PC
376.0,1622,1657,MP*1,MP*1
376.0,1632,1671,MP*1,MP*1
377.0,609,690,PC,PC
377.0,683,692,PC,PC
378.0,1632,1671,MP*1,MP*1
379.0,1632,1671,MP*1,MP*1
379.0,683,692,PC,PC
379.0,1170,1672,MP*1,MP*1
379.0,1651,1674,MP*1,MP*1
379.0,1190,1658,MP*1,MP*1
380.0,1181,1674,MP*1,MP*1
381.0,1622,1657,MP*1,MP*1
381.0,1181,1651,MP*1,MP*1
381.0,1164,1657,MP*1,MP*1
381.0,1651,1674,MP*1,MP*1
382.0,1651,1674,MP*1,MP*1
382.0,1164,1657,MP*1,MP*1
382.0,1181,1651,MP*1,MP*1
383.0,1622,1657,MP*1,MP*1
383.0,1181,1651,MP*1,MP*1
383.0,613,658,PC,PC
383.0,1164,1657,MP*1,MP*1
383.0,683,692,PC,PC
383.0,1170,1672,MP*1,MP*1
383.0,1651,1674,MP*1,MP*1
384.0,1170,1632,MP*1,MP*1
384.0,1622,1657,MP*1,MP*1
384.0,1108,1667,MP*1,MP*1
384.0,616,661,PC,PC
384.0,1164,1657,MP*1,MP*1
384.0,1170,1671,MP*1,MP*1
384.0,683,692,PC,PC
384.0,1657,1679,MP*1,MP*1
384.0,1170,1672,MP*1,MP*1
384.0,1651,1674,MP*1,MP*1
385.0,1622,1657,MP*1,MP*1
385.0,1108,1667,MP*1,MP*1
385.0,1181,1651,MP*1,MP*1
385.0,616,661,PC,PC
385.0,1164,1657,MP*1,MP*1
385.0,1170,1671,MP*1,MP*1
386.0,1622,1657,MP*1,MP*1
386.0,1108,1667,MP*1,MP*1
386.0,1164,1657,MP*1,MP*1
386.0,1170,1672,MP*1,MP*1
387.0,1622,1657,MP*1,MP*1
387.0,1622,1645,MP*1,MP*1
387.0,1164,1657,MP*1,MP*1
387.0,1660,1679,MP*1,MP*1
387.0,1649,1651,MP*1,MP*1
387.0,1657,1679,MP*1,MP*1
387.0,1651,1674,MP*1,MP*1
388.0,1108,1645,MP*1,MP*1
388.0,1622,1657,MP*1,MP*1
388.0,1108,1622,MP*1,MP*1
388.0,1622,1645,MP*1,MP*1
388.0,1108,1144,MP*1,MP*1
388.0,1144,1190,MP*1,MP*1
388.0,1190,1632,MP*1,MP*1
388.0,1144,1657,MP*1,MP*1
388.0,1651,1657,MP*1,MP*1
388.0,1181,1622,MP*1,MP*1
388.0,652,683,PC,PC
388.0,1645,1657,MP*1,MP*1
388.0,1181,1657,MP*1,MP*1
388.0,1651,1674,MP*1,MP*1
388.0,1649,1651,MP*1,MP*1
388.0,1632,1667,MP*1,MP*1
388.0,1181,1645,MP*1,MP*1
389.0,1108,1657,MP*1,MP*1
389.0,1108,1622,MP*1,MP*1
389.0,1622,1645,MP*1,MP*1
389.0,1108,1144,MP*1,MP*1
389.0,1164,1645,MP*1,MP*1
389.0,613,658,PC,PC
389.0,1181,1674,MP*1,MP*1
389.0,652,683,PC,PC
389.0,1164,1657,MP*1,MP*1
390.0,1622,1657,MP*1,MP*1
390.0,1164,1657,MP*1,MP*1
390.0,613,658,PC,PC
390.0,1190,1632,MP*1,MP*1
390.0,616,661,PC,PC
390.0,1144,1613,MP*1,MP*1
390.0,1645,1657,MP*1,MP*1
390.0,1651,1674,MP*1,MP*1
390.0,1164,1622,MP*1,MP*1
390.0,616,623,PC,PC
391.0,1622,1657,MP*1,MP*1
391.0,1190,1671,MP*1,MP*1
391.0,1660,1662,MP*1,MP*1
391.0,1622,1645,MP*1,MP*1
391.0,1108,1144,MP*1,MP*1
391.0,613,658,PC,PC
391.0,1667,1674,MP*1,MP*1
391.0,1181,1651,MP*1,MP*1
391.0,616,661,PC,PC
391.0,1190,1632,MP*1,MP*1
391.0,1108,1632,MP*1,MP*1
391.0,1190,1667,MP*1,MP*1
391.0,1148,1679,MP*1,MP*1
391.0,683,692,PC,PC
391.0,652,683,PC,PC
391.0,1645,1657,MP*1,MP*1
391.0,1651,1674,MP*1,MP*1
392.0,1622,1657,MP*1,MP*1
392.0,1108,1657,MP*1,MP*1
392.0,1660,1662,MP*1,MP*1
392.0,1622,1645,MP*1,MP*1
392.0,1645,1657,MP*1,MP*1
392.0,616,661,PC,PC
392.0,1190,1632,MP*1,MP*1
392.0,1108,1644,MP*1,MP*1
392.0,1651,1657,MP*1,MP*1
392.0,683,692,PC,PC
392.0,1190,1671,MP*1,MP*1
392.0,1108,1667,MP*1,MP*1
393.0,1622,1657,MP*1,MP*1
393.0,1108,1667,MP*1,MP*1
393.0,1181,1651,MP*1,MP*1
393.0,1645,1657,MP*1,MP*1
393.0,616,661,PC,PC
393.0,1190,1632,MP*1,MP*1
393.0,652,683,PC,PC
393.0,1144,1644,MP*1,MP*1
394.0,692,698,PC,PC
394.0,1622,1657,MP*1,MP*1
394.0,1492,1657,MP*1,MP*1
394.0,1108,1667,MP*1,MP*1
394.0,1181,1651,MP*1,MP*1
394.0,1645,1657,MP*1,MP*1
394.0,1108,1144,MP*1,MP*1
394.0,613,658,PC,PC
394.0,1181,1674,MP*1,MP*1
394.0,616,661,PC,PC
394.0,1613,1649,MP*1,MP*1
394.0,1144,1667,MP*1,MP*1
394.0,1651,1674,MP*1,MP*1
395.0,1492,1645,MP*1,MP*1
395.0,1622,1657,MP*1,MP*1
395.0,1108,1667,MP*1,MP*1
395.0,1181,1651,MP*1,MP*1
395.0,616,661,PC,PC
395.0,1108,1144,MP*1,MP*1
395.0,613,658,PC,PC
395.0,1181,1674,MP*1,MP*1
395.0,636,643,PC,PC
395.0,1144,1644,MP*1,MP*1
395.0,1108,1644,MP*1,MP*1
395.0,1181,1613,MP*1,MP*1
395.0,1645,1657,MP*1,MP*1
395.0,1651,1674,MP*1,MP*1
395.0,1613,1674,MP*1,MP*1
396.0,1622,1657,MP*1,MP*1
396.0,1492,1657,MP*1,MP*1
396.0,1108,1667,MP*1,MP*1
396.0,1181,1651,MP*1,MP*1
396.0,1601,1613,MP*1,MP*1
396.0,1645,1657,MP*1,MP*1
396.0,1108,1144,MP*1,MP*1
396.0,616,661,PC,PC
396.0,1181,1674,MP*1,MP*1
396.0,636,643,PC,PC
396.0,1144,1667,MP*1,MP*1
396.0,1108,1644,MP*1,MP*1
396.0,1164,1657,MP*1,MP*1
396.0,1144,1644,MP*1,MP*1
396.0,1651,1674,MP*1,MP*1
396.0,654,694,PC,PC
397.0,1622,1657,MP*1,MP*1
397.0,1108,1667,MP*1,MP*1
397.0,1622,1645,MP*1,MP*1
397.0,1181,1651,MP*1,MP*1
397.0,1645,1657,MP*1,MP*1
397.0,1108,1144,MP*1,MP*1
397.0,616,661,PC,PC
397.0,1181,1674,MP*1,MP*1
397.0,636,643,PC,PC
397.0,610,623,PC,PC
397.0,1651,1674,MP*1,MP*1
397.0,867,868,PSI*,PSI*
397.0,654,694,PC,PC
398.0,1622,1657,MP*1,MP*1
398.0,1622,1645,MP*1,MP*1
398.0,1108,1667,MP*1,MP*1
398.0,1108,1144,MP*1,MP*1
398.0,1645,1657,MP*1,MP*1
398.0,1181,1651,MP*1,MP*1
398.0,616,661,PC,PC
398.0,1181,1674,MP*1,MP*1
398.0,636,643,PC,PC
398.0,683,692,PC,PC
398.0,652,683,PC,PC
398.0,610,623,PC,PC
398.0,1651,1674,MP*1,MP*1
398.0,654,694,PC,PC
399.0,1622,1657,MP*1,MP*1
399.0,1108,1667,MP*1,MP*1
399.0,1622,1645,MP*1,MP*1
399.0,1108,1144,MP*1,MP*1
399.0,1645,1657,MP*1,MP*1
399.0,610,683,PC,PC
399.0,623,683,PC,PC
399.0,1108,1644,MP*1,MP*1
399.0,683,692,PC,PC
399.0,658,683,PC,PC
399.0,654,694,PC,PC
400.0,1622,1657,MP*1,MP*1
400.0,1108,1644,MP*1,MP*1
400.0,1622,1645,MP*1,MP*1
400.0,1108,1667,MP*1,MP*1
400.0,1108,1144,MP*1,MP*1
400.0,1645,1657,MP*1,MP*1
400.0,830,834,PSI*,PSI*
400.0,610,683,PC,PC
400.0,610,692,PC,PC
400.0,690,692,PC,PC
400.0,610,658,PC,PC
400.0,683,692,PC,PC
400.0,1651,1674,MP*1,MP*1
400.0,654,694,PC,PC
400.0,658,683,PC,PC
400.0,658,692,PC,PC
400.0,601,823,PC,PC*
401.0,1622,1657,MP*1,MP*1
401.0,1108,1144,MP*1,MP*1
401.0,616,683,PC,PC
401.0,1651,1674,MP*1,MP*1
401.0,651,683,PC,PC
401.0,1181,1651,MP*1,MP*1
401.0,1645,1657,MP*1,MP*1
401.0,654,658,PC,PC
401.0,658,692,PC,PC
401.0,610,623,PC,PC
401.0,623,654,PC,PC
401.0,610,654,PC,PC
401.0,643,667,PC,PC
401.0,1108,1644,MP*1,MP*1
401.0,1108,1667,MP*1,MP*1
401.0,830,834,PSI*,PSI*
401.0,658,690,PC,PC
401.0,610,658,PC,PC
401.0,1181,1674,MP*1,MP*1
401.0,643,683,PC,PC
401.0,1492,1651,MP*1,MP*1
402.0,1622,1657,MP*1,MP*1
402.0,1108,1644,MP*1,MP*1
402.0,1108,1667,MP*1,MP*1
402.0,1108,1144,MP*1,MP*1
402.0,1645,1657,MP*1,MP*1
402.0,616,683,PC,PC
402.0,1181,1651,MP*1,MP*1
402.0,1181,1674,MP*1,MP*1
402.0,616,692,PC,PC
402.0,1144,1667,MP*1,MP*1
402.0,1144,1644,MP*1,MP*1
402.0,1651,1674,MP*1,MP*1
402.0,1644,1667,MP*1,MP*1
403.0,1622,1657,MP*1,MP*1
403.0,1108,1644,MP*1,MP*1
403.0,1108,1667,MP*1,MP*1
403.0,1645,1657,MP*1,MP*1
403.0,616,683,PC,PC
403.0,1108,1144,MP*1,MP*1
403.0,600,634,PC,PSI*
403.0,616,692,PC,PC
403.0,1622,1645,MP*1,MP*1
403.0,1144,1644,MP*1,MP*1
403.0,803,849,PC*,PC*
403.0,654,694,PC,PC
404.0,1622,1657,MP*1,MP*1
404.0,894,896,PC*,PC*
404.0,1108,1144,MP*1,MP*1
404.0,616,683,PC,PC
404.0,1651,1674,MP*1,MP*1
404.0,1164,1622,MP*1,MP*1
404.0,1108,1667,MP*1,MP*1
404.0,1622,1645,MP*1,MP*1
404.0,1181,1651,MP*1,MP*1
404.0,1645,1657,MP*1,MP*1
404.0,841,849,PSI*,PC*
404.0,851,853,PSI*,PSI*
404.0,1108,1644,MP*1,MP*1
404.0,609,652,PC,PC
404.0,1181,1674,MP*1,MP*1
404.0,600,634,PC,PSI*
404.0,616,692,PC,PC
404.0,654,694,PC,PC
405.0,1622,1657,MP*1,MP*1
405.0,894,896,PC*,PC*
405.0,1108,1144,MP*1,MP*1
405.0,616,683,PC,PC
405.0,1170,1613,MP*1,MP*1
405.0,1629,1644,MP*1,MP*1
405.0,1108,1644,MP*1,MP*1
405.0,1651,1674,MP*1,MP*1
405.0,1164,1622,MP*1,MP*1
405.0,1181,1651,MP*1,MP*1
405.0,1645,1657,MP*1,MP*1
405.0,643,892,PC,PC*
405.0,849,868,PC*,PSI*
405.0,841,864,PSI*,PSI*
405.0,882,886,PC*,PC*
405.0,1108,1667,MP*1,MP*1
405.0,882,896,PC*,PC*
405.0,1181,1674,MP*1,MP*1
405.0,616,692,PC,PC
405.0,609,690,PC,PC
405.0,864,868,PSI*,PSI*
405.0,803,849,PC*,PC*
406.0,1622,1657,MP*1,MP*1
406.0,1144,1629,MP*1,MP*1
406.0,1108,1144,MP*1,MP*1
406.0,855,873,PSI*,PSI*
406.0,1108,1629,MP*1,MP*1
406.0,1629,1644,MP*1,MP*1
406.0,1651,1674,MP*1,MP*1
406.0,821,882,PC*,PC*
406.0,1164,1622,MP*1,MP*1
406.0,1622,1645,MP*1,MP*1
406.0,1645,1657,MP*1,MP*1
406.0,636,892,PC,PC*
406.0,1144,1644,MP*1,MP*1
406.0,1108,1644,MP*1,MP*1
406.0,1108,1667,MP*1,MP*1
406.0,1629,1667,MP*1,MP*1
406.0,1181,1674,MP*1,MP*1
406.0,841,855,PSI*,PSI*
406.0,864,868,PSI*,PSI*
407.0,1622,1657,MP*1,MP*1
407.0,1144,1629,MP*1,MP*1
407.0,1108,1144,MP*1,MP*1
407.0,855,873,PSI*,PSI*
407.0,1108,1629,MP*1,MP*1
407.0,1629,1644,MP*1,MP*1
407.0,644,696,PC,PC
407.0,1622,1645,MP*1,MP*1
407.0,636,892,PC,PC*
407.0,623,683,PC,PC
407.0,1651,1657,MP*1,MP*1
407.0,1108,1644,MP*1,MP*1
407.0,1108,1667,MP*1,MP*1
407.0,826,868,PSI*,PSI*
407.0,683,847,PC,PC*
407.0,610,613,PC,PC
407.0,821,894,PC*,PC*
407.0,868,873,PSI*,PSI*
407.0,1181,1674,MP*1,MP*1
407.0,1492,1651,MP*1,MP*1
407.0,864,868,PSI*,PSI*
408.0,1622,1657,MP*1,MP*1
408.0,623,692,PC,PC
408.0,686,696,PC,PC
408.0,1108,1629,MP*1,MP*1
408.0,1629,1644,MP*1,MP*1
408.0,644,696,PC,PC
408.0,1164,1622,MP*1,MP*1
408.0,1181,1651,MP*1,MP*1
408.0,1645,1657,MP*1,MP*1
408.0,1108,1144,MP*1,MP*1
408.0,1651,1657,MP*1,MP*1
408.0,1108,1644,MP*1,MP*1
408.0,1108,1667,MP*1,MP*1
408.0,683,847,PC,PC*
408.0,893,896,PC*,PC*
408.0,1492,1651,MP*1,MP*1
408.0,1629,1667,MP*1,MP*1
408.0,1181,1657,MP*1,MP*1
408.0,803,849,PC*,PC*
409.0,1629,1644,MP*1,MP*1
409.0,1108,1644,MP*1,MP*1
409.0,1181,1651,MP*1,MP*1
409.0,1645,1657,MP*1,MP*1
409.0,1108,1144,MP*1,MP*1
409.0,1144,1667,MP*1,MP*1
409.0,686,696,PC,PC
409.0,855,873,PSI*,PSI*
409.0,1108,1629,MP*1,MP*1
409.0,664,867,PSI*,PSI*
409.0,658,690,PC,PC
409.0,1181,1657,MP*1,MP*1
409.0,803,849,PC*,PC*
409.0,1629,1667,MP*1,MP*1
410.0,868,892,PSI*,PC*
410.0,1144,1629,MP*1,MP*1
410.0,1108,1144,MP*1,MP*1
410.0,686,696,PC,PC
410.0,855,873,PSI*,PSI*
410.0,1108,1629,MP*1,MP*1
410.0,1629,1644,MP*1,MP*1
410.0,1181,1651,MP*1,MP*1
410.0,1645,1657,MP*1,MP*1
410.0,851,868,PSI*,PSI*
410.0,1108,1644,MP*1,MP*1
410.0,1108,1667,MP*1,MP*1
410.0,609,658,PC,PC
410.0,658,690,PC,PC
410.0,864,892,PSI*,PC*
410.0,609,690,PC,PC
410.0,1492,1651,MP*1,MP*1
410.0,1629,1667,MP*1,MP*1
411.0,857,1181,PSI*,MP*1
411.0,868,892,PSI*,PC*
411.0,1108,1144,MP*1,MP*1
411.0,658,690,PC,PC
411.0,609,815,PC,PC*
411.0,1108,1629,MP*1,MP*1
411.0,1164,1622,MP*1,MP*1
411.0,1181,1651,MP*1,MP*1
411.0,1645,1657,MP*1,MP*1
411.0,851,868,PSI*,PSI*
411.0,1144,1644,MP*1,MP*1
411.0,857,1622,PSI*,MP*1
411.0,636,851,PC,PSI*
411.0,1108,1644,MP*1,MP*1
411.0,1108,1667,MP*1,MP*1
411.0,690,815,PC,PC*
411.0,826,1181,PSI*,MP*1
411.0,857,1164,PSI*,MP*1
411.0,609,658,PC,PC
411.0,864,892,PSI*,PC*
411.0,658,815,PC,PC*
411.0,609,690,PC,PC
411.0,826,1651,PSI*,MP*1
411.0,826,857,PSI*,PSI*
412.0,1108,1144,MP*1,MP*1
412.0,658,690,PC,PC
412.0,609,815,PC,PC*
412.0,1108,1629,MP*1,MP*1
412.0,1629,1644,MP*1,MP*1
412.0,1644,1667,MP*1,MP*1
412.0,892,896,PC*,PC*
412.0,1181,1651,MP*1,MP*1
412.0,1645,1657,MP*1,MP*1
412.0,616,651,PC,PC
412.0,851,868,PSI*,PSI*
412.0,636,851,PC,PSI*
412.0,1108,1644,MP*1,MP*1
412.0,600,871,PC,PSI*
412.0,690,815,PC,PC*
412.0,826,1181,PSI*,MP*1
412.0,686,696,PC,PC
412.0,609,658,PC,PC
412.0,610,613,PC,PC
412.0,616,847,PC,PC*
412.0,857,1622,PSI*,MP*1
412.0,609,690,PC,PC
412.0,803,849,PC*,PC*
412.0,826,1651,PSI*,MP*1
413.0,1144,1629,MP*1,MP*1
413.0,610,690,PC,PC
413.0,658,690,PC,PC
413.0,609,815,PC,PC*
413.0,623,651,PC,PC
413.0,1629,1644,MP*1,MP*1
413.0,651,692,PC,PC
413.0,1645,1657,MP*1,MP*1
413.0,616,651,PC,PC
413.0,1108,1144,MP*1,MP*1
413.0,1622,1651,MP*1,MP*1
413.0,1144,1644,MP*1,MP*1
413.0,1108,1644,MP*1,MP*1
413.0,1108,1667,MP*1,MP*1
413.0,690,815,PC,PC*
413.0,826,1181,PSI*,MP*1
413.0,610,613,PC,PC
413.0,626,698,PC,PC
413.0,1108,1629,MP*1,MP*1
413.0,616,692,PC,PC
413.0,803,849,PC*,PC*
413.0,826,1651,PSI*,MP*1
414.0,857,1181,PSI*,MP*1
414.0,660,894,PC,PC*
414.0,609,815,PC,PC*
414.0,623,651,PC,PC
414.0,866,871,PSI*,PSI*
414.0,609,690,PC,PC
414.0,814,895,PC*,PC*
414.0,1181,1651,MP*1,MP*1
414.0,1613,1678,MP*1,MP*1
414.0,1645,1657,MP*1,MP*1
414.0,616,651,PC,PC
414.0,853,873,PSI*,PSI*
414.0,810,855,PSI*,PSI*
414.0,857,1622,PSI*,MP*1
414.0,616,623,PC,PC
414.0,1108,1644,MP*1,MP*1
414.0,600,871,PC,PSI*
414.0,690,815,PC,PC*
414.0,826,1181,PSI*,MP*1
414.0,853,855,PSI*,PSI*
414.0,857,1164,PSI*,MP*1
414.0,609,658,PC,PC
414.0,854,871,PSI*,PSI*
414.0,658,690,PC,PC
414.0,610,613,PC,PC
414.0,855,873,PSI*,PSI*
414.0,889,890,PC*,PC*
414.0,660,682,PC,PC
